City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,dzilam gonzalez,21.2833,-88.9333,33.84,38,85,4.76,MX,1683803971
288,ciudad rodrigo,40.6,-6.5333,7.11,72,0,3.23,ES,1683868368
289,totness,5.8833,-56.3167,25.05,90,98,3.39,SR,1683797434
290,pathein,16.7833,94.7333,24.9,94,100,2.49,MM,1683846680
291,petropavlovsk-kamchatsky,53.0452,158.6483,4.33,65,75,4.0,RU,1683826401
292,fuling,29.7022,107.3919,17.38,93,98,1.46,CN,1683842404
293,pursat,12.3333,103.6667,26.39,83,88,0.71,KH,1683844913
294,pisco,-13.7,-76.2167,21.03,78,100,4.63,PE,1683803742
295,paka,4.6374,103.4368,25.96,94,40,0.0,MY,1683845587
296,rudnyy,52.9594,63.1206,2.13,45,94,3.4,KZ,1683849322
297,vilyuysk,63.7553,121.6247,3.79,45,2,2.41,RU,1683831278
298,mao,39.8885,4.2658,14.31,77,20,2.06,ES,1683865882
299,san fernando,15.0286,120.6898,29.85,70,63,2.63,PH,1683840602
300,menaka,15.9182,2.4022,33.63,10,40,2.81,ML,1683868909
301,rawson,-43.3002,-65.1023,16.67,49,45,2.71,AR,1683804148
302,recani,31.2846,-4.2688,27.31,20,42,8.29,MA,1683869015
303,brookings,44.3114,-96.7984,24.54,65,0,6.17,US,1683803104
304,saldanha,-33.0117,17.9442,10.03,68,90,11.35,ZA,1683869356
305,carnarvon,-24.8667,113.6333,22.2,52,0,2.34,AU,1683845555
306,boende,-0.2167,20.8667,22.89,83,79,0.71,CD,1683865784
307,chonchi,-42.6128,-73.8092,12.84,95,100,1.54,CL,1683806139
308,poso,-1.3959,120.7524,26.19,84,100,1.5,ID,1683841903
309,prosser,46.2068,-119.7689,26.61,29,9,0.89,US,1683808285
310,manado,1.487,124.8455,29.43,79,40,1.54,ID,1683840696
311,roccella ionica,38.322,16.4009,15.12,78,10,4.15,IT,1683863190
312,san patricio,28.017,-97.5169,29.05,77,52,6.55,US,1683805377
313,sao felix do xingu,-6.6447,-51.995,24.6,76,68,0.21,BR,1683797369
314,northport,33.229,-87.5772,23.96,73,100,3.09,US,1683802421
315,torres vedras,39.0911,-9.2586,16.49,80,1,0.89,PT,1683869238
316,korla,41.7597,86.1469,16.92,19,36,2.7,CN,1683845968
317,sola,-13.8833,167.55,26.99,76,37,11.88,VU,1683831658
318,mary,37.0,62.5,21.47,44,66,2.71,TM,1683852309
319,pacific grove,36.6177,-121.9166,20.69,75,75,5.66,US,1683810244
320,nelson bay,-32.7167,152.15,17.84,82,6,1.79,AU,1683837098
321,laguna,38.421,-121.4238,27.19,33,0,3.6,US,1683809889
322,aral,40.5156,81.2636,17.15,9,51,4.45,CN,1683847324
323,laojunmiao,39.8333,97.7333,12.24,18,0,3.15,CN,1683843473
324,newport,51.5877,-2.9984,11.68,91,48,4.26,GB,1683865504
325,gamba,-2.65,10.0,25.27,94,69,2.1,GA,1683868582
326,al fuwayliq,26.4432,43.2534,27.55,7,17,5.05,SA,1683858131
327,lerwick,60.1545,-1.1494,8.0,91,3,3.25,GB,1683862431
328,lhasa,29.65,91.1,4.16,68,100,1.25,CN,1683846318
329,la trinite,14.7376,-60.9629,26.58,41,20,2.06,MQ,1683797833
330,ciudad lazaro cardenas,17.9583,-102.2,28.69,70,86,4.7,MX,1683807451
331,klyavlino,54.2649,52.0267,9.02,60,100,4.44,RU,1683851641
332,porto novo,6.4965,2.6036,29.9,83,52,2.32,BJ,1683869638
333,egilsstadir,65.2653,-14.3948,7.95,76,0,8.23,IS,1683862890
334,wankyi,7.7392,-2.1046,24.83,87,27,2.59,GH,1683870668
335,san juan bautista,-14.0108,-75.7358,21.36,67,3,2.4,PE,1683803652
336,st. john's,47.5649,-52.7093,5.71,59,29,1.34,CA,1683791956
337,ndele,8.4109,20.6473,24.35,73,96,0.21,CF,1683865154
338,dubbo,-32.25,148.6167,14.07,77,75,3.6,AU,1683837895
339,castillos,-34.1667,-53.8333,15.06,52,95,2.54,UY,1683800275
340,san juan de miraflores,-12.1629,-76.9635,21.29,79,97,3.4,PE,1683803797
341,belyy yar,53.6039,91.3903,7.94,87,0,4.0,RU,1683842381
342,phongsali,21.6833,102.1058,16.84,96,76,0.54,LA,1683844472
343,codrington,-38.2667,141.9667,14.19,75,94,3.88,AU,1683840192
344,lihue,21.9789,-159.3672,26.58,73,53,3.84,US,1683820806
345,abra pampa,-22.7205,-65.697,11.61,15,3,1.0,AR,1683801983
346,wabag,-5.4781,143.7021,20.45,61,80,1.42,PG,1683836713
347,kandi,11.1342,2.9386,27.46,65,100,2.13,BJ,1683869182
348,magong,23.5654,119.5863,23.43,85,100,6.26,TW,1683840101
349,kiama,-34.6833,150.8667,21.25,74,1,0.45,AU,1683837625
350,sant lluis,39.8526,4.2594,14.22,77,20,2.06,ES,1683865888
351,namdrik,5.5994,168.1028,26.37,87,100,6.27,MH,1683829993
352,munduk,-8.2687,115.0795,19.39,93,89,1.63,ID,1683843802
353,alofi,-19.0595,-169.9187,26.1,78,13,8.43,NU,1683826682
354,hobyo,5.3505,48.5268,26.93,86,81,10.25,SO,1683858708
355,vyazemskiy,47.5378,134.7525,17.64,39,19,1.65,RU,1683833331
356,la passe,45.5549,-0.8967,12.21,84,14,2.13,FR,1683866221
357,sigli,5.3848,95.9609,26.81,83,38,1.98,ID,1683847322
358,lorengau,-2.0226,147.2712,29.1,75,94,2.03,PG,1683835587
359,nuku'alofa,-21.1333,-175.2,27.19,83,40,2.06,TO,1683914556
360,sitia,35.2,26.0986,17.21,80,100,4.34,GR,1683861269
361,ceprano,41.5457,13.5147,13.47,90,15,0.04,IT,1683863420
362,freeport,40.6576,-73.5832,25.99,61,0,3.6,US,1683798102
363,wake village,33.4268,-94.1063,26.25,83,40,4.63,US,1683803964
364,ende,-8.8432,121.6623,26.25,78,86,3.81,ID,1683842268
365,salinopolis,-0.6136,-47.3561,26.22,82,63,2.27,BR,1683795789
366,megion,61.0296,76.1136,-4.99,59,8,4.63,RU,1683843548
367,zintan,31.9223,12.252,18.44,48,6,8.26,LY,1683864980
368,zholymbet,51.7433,71.7122,9.18,67,31,3.5,KZ,1683847557
369,lucapa,-8.4192,20.7447,18.33,65,7,1.52,AO,1683866457
370,haymana,39.4321,32.4973,9.73,91,100,2.33,TR,1683859175
371,geraldton,-28.7667,114.6,13.23,54,40,6.69,AU,1683845701
372,sinjai,-5.1241,120.253,27.4,85,65,2.1,ID,1683842314
373,magway,20.15,94.9167,29.63,61,91,4.49,MM,1683846337
374,callao,-12.0667,-77.15,22.16,73,100,6.69,PE,1683803834
375,sitka,57.0531,-135.33,11.94,58,100,4.12,US,1683809442
376,cooma,-36.2333,149.1333,11.4,49,34,0.76,AU,1683838222
377,mount gambier,-37.8333,140.7667,13.45,75,55,2.66,AU,1683840426
378,mapastepec,15.4333,-92.9,29.22,74,58,2.36,MX,1683805437
379,suva,-18.1416,178.4415,28.71,70,75,3.09,FJ,1683829398
380,lavrio,37.7145,24.0565,16.1,72,100,6.99,GR,1683861435
381,carupano,10.6678,-63.2585,25.27,84,95,4.55,VE,1683798719
382,bhamo,24.2667,97.2333,24.34,48,49,0.34,MM,1683845396
383,nurabad,34.0734,47.9725,10.88,33,56,1.06,IR,1683856160
384,aldinga beach,-35.2793,138.4604,15.98,84,74,3.79,AU,1683840673
385,sergeyevka,53.88,67.4158,5.87,81,70,4.2,KZ,1683848055
386,chernomorskoye,45.5039,32.6997,10.88,74,6,2.97,UA,1683858174
387,hovd,48.0056,91.6419,12.21,40,48,3.72,MN,1683843578
388,cannonvale,-20.2833,148.7,21.66,71,19,7.95,AU,1683836723
389,pyhajarvi,67.0701,27.2176,1.7,100,100,1.1,FI,1683851494
390,ambodifotatra,-16.9833,49.85,25.34,76,2,3.38,MG,1683860169
391,hithadhoo,-0.6,73.0833,28.35,76,100,6.87,MV,1683853282
392,coro,11.4045,-69.6734,25.92,84,91,7.61,VE,1683800199
393,uruacu,-14.5247,-49.1408,23.59,60,75,1.45,BR,1683797310
394,uvira,-3.4067,29.1458,22.19,82,94,1.63,CD,1683864046
395,melo,-32.3667,-54.1833,11.45,81,31,2.21,UY,1683800161
396,sasebo,33.1592,129.7228,18.89,62,78,2.03,JP,1683836659
397,concepcion,-36.827,-73.0498,13.89,94,0,2.06,CL,1683805198
398,beaufort west,-32.3567,22.583,11.23,83,95,2.62,ZA,1683868170
399,meizhou,24.2977,116.1072,20.74,97,100,0.72,CN,1683840865
400,macia,-25.0269,33.0989,18.64,82,0,2.55,MZ,1683864906
401,manokwari,-0.8667,134.0833,27.39,77,100,3.38,ID,1683838663
402,coxen hole,16.3244,-86.5366,27.97,83,63,0.89,HN,1683803834
403,kitui,-1.367,38.0106,16.12,94,82,1.79,KE,1683861759
404,jwaneng,-24.6004,24.7303,14.56,35,0,2.69,BW,1683866875
405,comodoro rivadavia,-45.8667,-67.5,16.92,39,0,5.66,AR,1683805120
406,anna regina,7.2644,-58.5077,25.68,83,83,3.41,GY,1683797851
407,al jaradiyah,16.5795,42.9124,29.97,69,3,1.42,SA,1683859131
408,juticalpa,14.65,-86.2,31.64,39,55,4.72,HN,1683803896
409,enewetak,11.3474,162.3373,27.71,83,69,7.35,MH,1683830915
410,mbanza-ngungu,-5.25,14.8667,20.55,85,7,1.02,CD,1683867618
411,cartagena,10.3997,-75.5144,27.79,83,75,4.63,CO,1683801682
412,sitges,41.2351,1.8119,15.68,69,9,0.45,ES,1683866273
413,pangoa,-12.1167,-73.0,20.22,98,93,0.87,PE,1683802842
414,juan griego,11.0817,-63.9655,24.86,88,86,4.59,VE,1683798855
415,kruisfontein,-34.0033,24.7314,14.94,84,99,6.68,ZA,1683867837
416,nalut,30.3333,10.85,21.61,26,0,6.64,LY,1683865494
417,luumaki,60.9262,27.5814,12.03,68,33,2.45,FI,1683855220
418,naze,28.3667,129.4833,20.09,63,23,4.32,JP,1683837246
419,sabha,27.0377,14.4283,20.35,39,0,4.75,LY,1683864985
420,khilok,51.3674,110.4676,6.05,37,0,2.75,RU,1683838353
421,kone,-21.0595,164.8658,25.28,59,100,2.94,NC,1683832910
422,nova sintra,14.8667,-24.7167,20.21,81,2,9.13,CV,1683789125
423,ola,59.5833,151.2833,3.97,78,91,0.78,RU,1683826136
424,villa gesell,-37.2639,-56.973,12.81,73,59,3.66,AR,1683801390
425,vine grove,37.8101,-85.9814,23.52,78,75,1.54,US,1683801470
426,ilave,-16.0833,-69.6667,4.71,80,100,2.28,PE,1683802365
427,armagh,54.35,-6.6667,10.42,94,3,2.22,GB,1683865687
428,bodaybo,57.8506,114.1933,1.38,88,82,0.87,RU,1683835654
429,ryotsu-minato,38.0833,138.4333,13.35,58,0,2.33,JP,1683833953
430,tacuba,13.9011,-89.9297,25.64,71,18,2.49,SV,1683804853
431,timbuktu,16.7735,-3.0074,34.19,11,98,2.61,ML,1683870132
432,rundu,-17.9333,19.7667,15.21,38,20,2.53,NA,1683867472
433,caluula,11.9661,50.7569,28.56,79,100,3.54,SO,1683857639
434,antalaha,-14.9003,50.2788,22.75,83,6,2.66,MG,1683859892
435,saipan,15.1355,145.701,30.39,100,0,4.63,MP,1683834592
436,nabire,-3.3667,135.4833,25.95,90,99,0.29,ID,1683838521
437,zhanibek,49.4167,46.85,7.87,89,59,5.28,KZ,1683854032
438,lijiang,26.8688,100.2207,12.22,52,7,1.33,CN,1683844421
439,zeya,53.75,127.2667,14.93,39,100,5.1,RU,1683833743
440,cape coast,5.1053,-1.2466,28.04,83,99,3.36,GH,1683870673
441,klaksvik,62.2266,-6.589,8.51,81,1,1.3,FO,1683862800
442,ha'il,27.5219,41.6907,21.01,21,0,3.09,SA,1683858395
443,rancho palos verdes,33.7445,-118.387,22.77,78,40,6.17,US,1683809751
444,sault ste. marie,46.5168,-84.3333,24.31,42,0,5.14,CA,1683799733
445,alaghsas,17.0187,8.0168,30.58,12,69,6.96,NE,1683867466
446,cantilan,9.3336,125.9775,28.71,70,100,0.4,PH,1683839804
447,canela,-29.3656,-50.8156,9.25,87,92,0.45,BR,1683799041
448,basoko,1.2391,23.616,22.71,88,96,0.9,CD,1683865010
449,debre sina,9.85,39.7667,12.67,80,61,1.35,ET,1683860450
450,poronaysk,49.2167,143.1167,7.05,65,81,2.92,RU,1683830993
451,jaguariaiva,-24.2511,-49.7058,10.78,65,0,2.52,BR,1683798283
452,el doncello,1.6782,-75.2847,22.72,97,50,1.08,CO,1683802314
453,sinnar,13.5691,33.5672,32.5,12,5,3.11,SD,1683861630
454,alice springs,-23.7,133.8833,12.75,47,0,0.0,AU,1683840586
455,shaowu,27.3409,117.4831,17.89,90,97,1.36,CN,1683840231
456,hadibu,12.65,54.0333,28.31,72,100,0.39,YE,1683856796
457,tazovsky,67.4667,78.7,-18.97,100,88,3.37,RU,1683838804
458,sheksna,59.21,38.5107,10.09,58,100,1.78,RU,1683853301
459,akureyri,65.6835,-18.0878,10.16,80,100,7.76,IS,1683863473
460,pangody,65.85,74.4859,-13.99,97,72,2.56,RU,1683841191
461,richards bay,-28.783,32.0377,18.47,87,0,2.53,ZA,1683865526
462,nadym,65.5333,72.5167,-9.92,91,50,2.7,RU,1683841895
463,camiri,-20.05,-63.5167,18.73,80,100,1.45,BO,1683801224
464,bardai,11.65,7.2333,27.12,48,52,2.67,NG,1683868109
465,tecate,32.5667,-116.6333,22.39,49,0,4.65,MX,1683809468
466,new plymouth,-39.0667,174.0833,15.31,100,0,2.29,NZ,1683832582
467,polyarnyy,69.1989,33.4478,2.94,99,100,2.79,RU,1683847560
468,khandyga,62.6667,135.6,2.38,84,100,1.89,RU,1683828522
469,kohtla-jarve,59.3986,27.2731,7.85,61,86,3.36,EE,1683855921
470,midvagur,62.0511,-7.1939,8.46,87,100,1.03,FO,1683863031
471,dungarvan,52.0881,-7.6253,10.05,97,36,1.79,IE,1683866495
472,al ghayzah,16.2079,52.176,27.51,69,21,1.37,YE,1683856941
473,thinadhoo,0.5333,72.9333,27.94,78,100,7.03,MV,1683853229
474,auki,-8.7676,160.7034,28.01,74,100,1.12,SB,1683832891
475,holualoa,19.6228,-155.9522,24.37,87,24,2.78,US,1683820201
476,quellon,-43.1167,-73.6167,13.14,94,100,2.57,CL,1683806166
477,joetsu,37.1483,138.2364,16.73,50,0,2.84,JP,1683834124
478,bonthe,7.5264,-12.505,27.24,83,83,2.89,SL,1683873181
479,sinabang,2.4803,96.3801,28.14,82,31,4.16,ID,1683847450
480,tevriz,57.509,72.4042,-0.19,73,3,2.43,RU,1683845784
481,atlantic beach,30.3344,-81.3987,26.12,81,75,5.66,US,1683801265
482,taoudenni,22.6783,-3.9836,33.91,9,95,4.9,ML,1683869831
483,ormond-by-the-sea,29.3491,-81.0665,26.2,83,75,5.14,US,1683801291
484,the dalles,45.5946,-121.1787,27.89,28,0,1.79,US,1683808732
485,bundaberg,-24.85,152.35,25.12,64,10,1.34,AU,1683836258
486,bamboo flat,11.7,92.7167,28.42,78,100,10.73,IN,1683847593
487,borsa,47.6553,24.6633,4.46,92,58,2.1,RO,1683859705
488,hami,42.8,93.45,19.03,13,38,4.13,CN,1683844056
489,general villegas,-35.0328,-63.0125,14.39,55,41,3.42,AR,1683802577
490,pariaman,-0.619,100.12,26.27,84,32,1.82,ID,1683846795
491,bereket,39.2446,55.5154,21.25,46,0,2.66,TM,1683853681
492,katabu,-4.9333,122.5167,27.75,71,46,1.92,ID,1683841755
493,belomorsk,64.5232,34.7668,5.88,79,5,2.56,RU,1683851613
494,vadso,70.0744,29.7487,6.49,87,100,1.03,NO,1683846910
495,arkalyk,50.2486,66.9114,12.59,60,34,7.44,KZ,1683849045
496,mpanda,-6.3655,31.0409,17.37,95,64,0.63,TZ,1683863823
497,namie,37.4833,141.0,17.06,56,0,2.93,JP,1683833417
498,recreo,-29.2818,-65.061,18.58,52,29,4.4,AR,1683802453
499,steinbach,50.1667,8.5667,12.44,97,100,2.06,DE,1683863051
500,morehead city,34.7229,-76.726,21.68,71,0,4.12,US,1683799641
501,pamandzi,-12.7967,45.2794,24.88,94,0,1.54,YT,1683860919
502,fisterra,42.9049,-9.2629,13.75,79,8,7.43,ES,1683868671
503,dimbokro,6.6451,-4.7048,24.81,93,46,1.01,CI,1683871380
504,jianshui,23.6363,102.8264,18.18,82,91,2.25,CN,1683844115
505,bayanhongor,46.7167,100.1167,4.76,32,58,0.65,MN,1683841790
506,muscat,23.6139,58.5922,35.01,38,0,2.59,OM,1683854729
507,fortuna,40.5982,-124.1573,14.25,82,100,5.66,US,1683810240
508,laascaanood,8.4774,47.3597,26.71,59,100,4.48,SO,1683858739
509,belel,7.05,14.4333,16.87,83,73,0.15,CM,1683866755
510,taltal,-25.4,-70.4833,17.24,82,27,1.59,CL,1683803378
511,mournies,35.4764,24.0092,17.68,88,40,1.54,GR,1683861736
512,tynda,55.1667,124.7167,6.16,73,100,3.61,RU,1683833967
513,bandraboua,-12.7044,45.1223,24.82,72,3,1.52,YT,1683860950
514,boa vista,2.8197,-60.6733,25.9,82,63,2.06,BR,1683798719
515,saint-philippe,-21.3585,55.7679,22.77,77,91,4.95,RE,1683859128
516,zapolyarnyy,69.4154,30.8136,5.6,99,100,2.4,RU,1683847857
517,qianjiang,30.4151,112.8859,19.26,72,3,2.82,CN,1683841009
518,kabalo,-6.05,26.9167,21.18,88,23,1.29,CD,1683864788
519,melfort,52.8667,-104.6177,22.07,23,100,0.51,CA,1683803256
520,chipata,-13.6333,32.65,14.11,83,14,1.73,ZM,1683864019
521,choyr,46.3611,108.3611,5.47,51,29,5.06,MN,1683839878
522,nyurba,63.2842,118.3319,4.24,49,3,3.59,RU,1683832331
523,caras,-9.0467,-77.8114,16.44,87,96,0.82,PE,1683803753
524,weno,7.4515,151.8468,28.75,77,60,3.48,FM,1683833747
525,'ain el berd,35.3639,-0.5128,12.45,76,26,1.42,DZ,1683867632
526,myitkyina,25.3833,97.4,24.44,46,45,0.72,MM,1683845247
527,surazh,53.0175,32.3918,6.59,89,23,2.43,RU,1683856673
528,benguela,-12.5763,13.4055,25.92,84,13,3.59,AO,1683868553
529,mo i rana,66.3128,14.1428,7.96,91,100,1.54,NO,1683855273
530,paracale,14.2804,122.7881,28.08,76,83,3.97,PH,1683840162
531,fallon,39.4735,-118.7774,22.93,21,20,3.09,US,1683809110
532,kakanj,44.1272,18.1181,11.22,96,63,1.59,BA,1683861906
533,meadow lakes,61.6247,-149.6011,15.6,44,46,1.34,US,1683811111
534,bichura,50.5881,107.6022,7.71,43,5,2.24,RU,1683839215
535,cherdyn',60.403,56.4787,1.07,65,11,0.89,RU,1683848521
536,malango,-2.9627,119.9001,22.12,93,100,0.35,ID,1683842230
537,bel ombre,-4.6167,55.4167,27.94,76,97,5.04,SC,1683857836
538,stornoway,58.2093,-6.3865,9.98,90,100,5.14,GB,1683864425
539,mar del plata,-38.0023,-57.5575,13.94,76,0,2.06,AR,1683801621
540,mukalla,14.5425,49.1242,28.4,73,51,1.21,YE,1683857815
541,negombo,7.2083,79.8358,28.03,89,75,4.12,LK,1683851047
542,skerries,53.5828,-6.1083,10.63,89,1,4.57,IE,1683865758
543,mirador,-6.3708,-44.3631,25.39,79,94,1.05,BR,1683795516
544,south hedland,-20.4089,118.5983,20.96,24,2,3.6,AU,1683843960
545,mendaha,-1.0333,103.5833,24.66,97,78,0.91,ID,1683845996
546,arica,-18.475,-70.3042,19.13,72,100,3.6,CL,1683802719
547,kerikeri,-35.2268,173.9474,17.17,70,34,0.89,NZ,1683832145
548,afragola,40.926,14.3108,16.97,83,20,2.57,IT,1683863321
549,san julian,21.0167,-102.1667,26.5,13,12,6.73,MX,1683807170
550,fortaleza,-3.7227,-38.5247,28.45,75,60,1.56,BR,1683793909
551,sidi khaled,34.387,4.9879,24.82,32,97,5.07,DZ,1683866433
552,dossor,47.5272,52.9811,14.05,75,100,7.32,KZ,1683852940
553,muisne,0.6,-80.0333,26.92,86,26,1.08,EC,1683803537
554,kourou,5.1552,-52.6478,24.03,91,93,3.17,GF,1683796611
555,dickinson,29.4608,-95.0513,29.51,85,100,6.69,US,1683804634
556,amboanjo,-22.6667,47.8167,21.44,93,100,1.51,MG,1683861154
557,odda,60.0691,6.5457,9.87,89,93,1.55,NO,1683860622
558,ta`u,-14.2336,-169.5144,27.79,75,13,3.59,AS,1683826181
559,rongelap,11.1635,166.8941,27.53,81,89,7.95,MH,1683829837
560,caleta de carquin,-11.0925,-77.6267,21.79,84,100,5.02,PE,1683803871
561,yilan,24.757,121.753,24.92,80,87,0.86,TW,1683839466
562,xinqing,48.2333,129.5,18.73,25,98,1.81,CN,1683834456
563,nanao,37.05,136.9667,18.43,51,2,4.45,JP,1683834442
564,xuchang,34.0167,113.8167,19.38,54,30,3.38,CN,1683840373
565,yuncheng,35.0231,110.9928,18.62,56,97,0.82,CN,1683840928
566,portland,45.5234,-122.6762,26.19,38,20,3.09,US,1683809103
567,maxixe,-23.8597,35.3472,20.42,86,16,2.48,MZ,1683864257
568,dampit,-8.2116,112.7493,23.78,92,87,1.53,ID,1683844357
569,duong dong,10.2167,103.9667,26.0,94,40,1.03,VN,1683845014
570,smithers,54.7804,-127.1743,20.18,28,75,3.09,CA,1683808163
571,yarrawonga,-36.0167,146.0,11.95,60,24,2.8,AU,1683838949
572,el eulma,36.1528,5.6902,12.11,83,47,2.41,DZ,1683866044
573,taroa,8.7058,171.2275,27.79,82,94,8.6,MH,1683828996
574,guangming,45.3333,122.7833,20.51,33,100,7.58,CN,1683836602
575,erenhot,43.6475,111.9767,12.27,55,99,3.97,CN,1683839477
576,oriximina,-1.7656,-55.8661,24.03,96,59,0.52,BR,1683797920
577,el porvenir,13.7617,-87.3458,25.86,71,57,0.69,HN,1683804245
578,krasnovishersk,60.4078,57.082,1.06,68,11,0.63,RU,1683848374
579,jhanjharpur,26.2667,86.2833,24.58,21,0,2.94,IN,1683847825
580,energetik,51.7445,58.7934,9.41,74,100,1.04,RU,1683850654
